Local Date and Time,Participant Public ID,Participant Private ID,randomiser-wqo5,Trial Number,Response,Onset Time,Object Name,Object Number,Spreadsheet: Trial#,Spreadsheet: Audio
17/02/2026 16:16:05,9cymbxat,15178689,Version2-70dB,74,audio started,1501.6000001907232,Audio Clip,2,91,_MONO__ASI_noga_unanalyzable1_70dB.mp3
17/02/2026 16:16:06,9cymbxat,15178689,Version2-70dB,74,a.png,2611.700000095356,A,1,91,_MONO__ASI_noga_unanalyzable1_70dB.mp3
17/02/2026 16:16:08,9cymbxat,15178689,Version2-70dB,75,audio started,1501.5999999999767,Audio Clip,2,94,_MONO__HSS_kecha_unanalyzable2_70dB.mp3
17/02/2026 16:16:08,9cymbxat,15178689,Version2-70dB,75,a.png,2379.4000001907116,A,1,94,_MONO__HSS_kecha_unanalyzable2_70dB.mp3
17/02/2026 16:16:10,9cymbxat,15178689,Version2-70dB,76,audio started,1501.4999999046559,Audio Clip,2,6,_MONO__HSS113_viejito_alt_analyzable_v-less_raw_70dB.mp3
17/02/2026 16:16:11,9cymbxat,15178689,Version2-70dB,76,o.png,2670.8000000953907,O,2,6,_MONO__HSS113_viejito_alt_analyzable_v-less_raw_70dB.mp3
17/02/2026 16:16:13,9cymbxat,15178689,Version2-70dB,77,audio started,1501.5999999046326,Audio Clip,2,33,_MONO__HSS143_nudo_nonalt_analyzable_v_raw_70dB.mp3
17/02/2026 16:16:14,9cymbxat,15178689,Version2-70dB,77,o.png,2433.5999999046326,O,2,33,_MONO__HSS143_nudo_nonalt_analyzable_v_raw_70dB.mp3
17/02/2026 16:16:15,9cymbxat,15178689,Version2-70dB,78,audio started,1501.6000001907232,Audio Clip,2,54,_MONO__HSS145_vaso_nonalt_unanalyzable_v-less_raw_70dB.mp3
17/02/2026 16:16:16,9cymbxat,15178689,Version2-70dB,78,o.png,2429.200000095356,O,2,54,_MONO__HSS145_vaso_nonalt_unanalyzable_v-less_raw_70dB.mp3
17/02/2026 16:16:17,9cymbxat,15178689,Version2-70dB,79,audio started,1501.5999999046326,Audio Clip,2,19,_MONO__ASI119_nino_alt_unanalyzable_v_raw_70dB.mp3
17/02/2026 16:16:19,9cymbxat,15178689,Version2-70dB,79,o.png,2644.300000190735,O,2,19,_MONO__ASI119_nino_alt_unanalyzable_v_raw_70dB.mp3
17/02/2026 16:16:20,9cymbxat,15178689,Version2-70dB,80,audio started,1501.6000002861256,Audio Clip,2,1,_MONO__HSS122_camarero_alt_analyzable_v_raw_70dB.mp3
17/02/2026 16:16:21,9cymbxat,15178689,Version2-70dB,80,o.png,2726.8000000953907,O,2,1,_MONO__HSS122_camarero_alt_analyzable_v_raw_70dB.mp3
17/02/2026 16:16:23,9cymbxat,15178689,Version2-70dB,81,audio started,1501.7000002861023,Audio Clip,2,73,_MONO__HSS_fada_analyzable_70dB.mp3
17/02/2026 16:16:24,9cymbxat,15178689,Version2-70dB,81,a.png,2661.7000002861023,A,1,73,_MONO__HSS_fada_analyzable_70dB.mp3
17/02/2026 16:16:25,9cymbxat,15178689,Version2-70dB,82,audio started,1501.600000095379,Audio Clip,2,14,_MONO__HSS141_coneja_alt_analyzable_v-less_raw_70dB.mp3
17/02/2026 16:16:26,9cymbxat,15178689,Version2-70dB,82,a.png,2493.400000286114,A,1,14,_MONO__HSS141_coneja_alt_analyzable_v-less_raw_70dB.mp3
17/02/2026 16:16:28,9cymbxat,15178689,Version2-70dB,83,audio started,1501.7000000953558,Audio Clip,2,17,_MONO__HSS113_camarero_alt_unanalyzable_v_raw_70dB.mp3
17/02/2026 16:16:29,9cymbxat,15178689,Version2-70dB,83,o.png,2620.399999904621,O,2,17,_MONO__HSS113_camarero_alt_unanalyzable_v_raw_70dB.mp3
17/02/2026 16:16:31,9cymbxat,15178689,Version2-70dB,84,audio started,1501.5000002860907,Audio Clip,2,18,_MONO__HSS145_rayo_alt_unanalyzable_v_raw_70dB.mp3
17/02/2026 16:16:32,9cymbxat,15178689,Version2-70dB,84,o.png,2559.100000190723,O,2,18,_MONO__HSS145_rayo_alt_unanalyzable_v_raw_70dB.mp3
17/02/2026 16:16:33,9cymbxat,15178689,Version2-70dB,85,audio started,1501.600000095379,Audio Clip,2,74,_MONO__HSS_noga_analyzable_70dB.mp3
17/02/2026 16:16:35,9cymbxat,15178689,Version2-70dB,85,a.png,2885.9000000000233,A,1,74,_MONO__HSS_noga_analyzable_70dB.mp3
17/02/2026 16:16:36,9cymbxat,15178689,Version2-70dB,86,audio started,1501.5999999046326,Audio Clip,2,16,_MONO__ASI146_plata_alt_analyzable_v-less_raw_70dB.mp3
17/02/2026 16:16:37,9cymbxat,15178689,Version2-70dB,86,a.png,2547.800000190735,A,1,16,_MONO__ASI146_plata_alt_analyzable_v-less_raw_70dB.mp3
17/02/2026 16:16:39,9cymbxat,15178689,Version2-70dB,87,audio started,1502.0000000953441,Audio Clip,2,69,_MONO__HSS_sato_analyzable_70dB.mp3
17/02/2026 16:16:40,9cymbxat,15178689,Version2-70dB,87,o.png,2698.500000095344,O,2,69,_MONO__HSS_sato_analyzable_70dB.mp3
17/02/2026 16:16:41,9cymbxat,15178689,Version2-70dB,88,audio started,1501.7000002861023,Audio Clip,2,39,_MONO__ASI142_sapo_nonalt_analyzable_v-less_raw_70dB.mp3
17/02/2026 16:16:42,9cymbxat,15178689,Version2-70dB,88,o.png,2535,O,2,39,_MONO__ASI142_sapo_nonalt_analyzable_v-less_raw_70dB.mp3
17/02/2026 16:16:44,9cymbxat,15178689,Version2-70dB,89,audio started,1501.5999999999767,Audio Clip,2,72,_MONO__ASI_nijo_analyzable_70dB.mp3
17/02/2026 16:16:45,9cymbxat,15178689,Version2-70dB,89,o.png,2734.000000095344,O,2,72,_MONO__ASI_nijo_analyzable_70dB.mp3
17/02/2026 16:16:46,9cymbxat,15178689,Version2-70dB,90,audio started,1501.5000000953441,Audio Clip,2,35,_MONO__ASI148_anillo_nonalt_analyzable_v_raw_70dB.mp3
17/02/2026 16:16:48,9cymbxat,15178689,Version2-70dB,90,o.png,2610.9000001907116,O,2,35,_MONO__ASI148_anillo_nonalt_analyzable_v_raw_70dB.mp3
17/02/2026 16:16:49,9cymbxat,15178689,Version2-70dB,91,audio started,1501.6000002861256,Audio Clip,2,8,_MONO__ASI110_plato_alt_analyzable_v-less_raw_70dB.mp3
17/02/2026 16:16:50,9cymbxat,15178689,Version2-70dB,91,o.png,2266.8000000953907,O,2,8,_MONO__ASI110_plato_alt_analyzable_v-less_raw_70dB.mp3
17/02/2026 16:16:51,9cymbxat,15178689,Version2-70dB,92,audio started,1501.4999999046559,Audio Clip,2,57,_MONO__HSS113_cabra_nonalt_unanalyzable_v_raw_70dB.mp3
17/02/2026 16:16:52,9cymbxat,15178689,Version2-70dB,92,a.png,2338.8000000953907,A,1,57,_MONO__HSS113_cabra_nonalt_unanalyzable_v_raw_70dB.mp3
17/02/2026 16:16:54,9cymbxat,15178689,Version2-70dB,93,audio started,1501.600000095379,Audio Clip,2,4,_MONO__ASI128_cocinero_analyzable_v_raw_70dB.mp3
17/02/2026 16:16:55,9cymbxat,15178689,Version2-70dB,93,o.png,2599.299999904644,O,2,4,_MONO__ASI128_cocinero_analyzable_v_raw_70dB.mp3
17/02/2026 16:16:56,9cymbxat,15178689,Version2-70dB,94,audio started,1501.5000000953441,Audio Clip,2,76,_MONO__ASI_crola_analyzable_70dB.mp3
17/02/2026 16:16:57,9cymbxat,15178689,Version2-70dB,94,a.png,2526.000000095344,A,1,76,_MONO__ASI_crola_analyzable_70dB.mp3
17/02/2026 16:16:59,9cymbxat,15178689,Version2-70dB,95,audio started,1501.7000000953558,Audio Clip,2,50,_MONO__HSS145_cuaderno_nonalt_unanalyzable_v_raw_70dB.mp3
17/02/2026 16:17:00,9cymbxat,15178689,Version2-70dB,95,o.png,2335.399999904621,O,2,50,_MONO__HSS145_cuaderno_nonalt_unanalyzable_v_raw_70dB.mp3
17/02/2026 16:17:01,9cymbxat,15178689,Version2-70dB,96,audio started,1501.5000000953441,Audio Clip,2,64,_MONO__ASI142_trenza_nonalt_unanalyzable_v-less_raw_70dB.mp3
17/02/2026 16:17:02,9cymbxat,15178689,Version2-70dB,96,a.png,2360.6999999046093,A,1,64,_MONO__ASI142_trenza_nonalt_unanalyzable_v-less_raw_70dB.mp3
18/02/2026 14:00:22,sp40s977,15188260,Version2-70dB,1,audio started,1508.3399999999965,Audio Clip,2,8,_MONO__ASI110_plato_alt_analyzable_v-less_raw_70dB.mp3
18/02/2026 14:00:23,sp40s977,15188260,Version2-70dB,1,o.png,2571.3399999999965,O,2,8,_MONO__ASI110_plato_alt_analyzable_v-less_raw_70dB.mp3
18/02/2026 14:00:24,sp40s977,15188260,Version2-70dB,2,audio started,1507.7400000000052,Audio Clip,2,74,_MONO__HSS_noga_analyzable_70dB.mp3
18/02/2026 14:00:26,sp40s977,15188260,Version2-70dB,2,a.png,2958.7400000000052,A,1,74,_MONO__HSS_noga_analyzable_70dB.mp3
18/02/2026 14:00:27,sp40s977,15188260,Version2-70dB,3,audio started,1508.300000000003,Audio Clip,2,48,_MONO__ASI132_artista_nonalt_analyzable_v-less_raw_70dB.mp3
18/02/2026 14:00:28,sp40s977,15188260,Version2-70dB,3,a.png,2704.300000000003,A,1,48,_MONO__ASI132_artista_nonalt_analyzable_v-less_raw_70dB.mp3
18/02/2026 14:00:30,sp40s977,15188260,Version2-70dB,4,audio started,1508.179999999993,Audio Clip,2,50,_MONO__HSS145_cuaderno_nonalt_unanalyzable_v_raw_70dB.mp3
18/02/2026 14:00:31,sp40s977,15188260,Version2-70dB,4,o.png,2609.179999999993,O,2,50,_MONO__HSS145_cuaderno_nonalt_unanalyzable_v_raw_70dB.mp3
18/02/2026 14:00:32,sp40s977,15188260,Version2-70dB,5,audio started,1507.2799999999988,Audio Clip,2,67,_MONO__ASI_bleno_analyzable_70dB.mp3
18/02/2026 14:00:34,sp40s977,15188260,Version2-70dB,5,o.png,2984.279999999999,O,2,67,_MONO__ASI_bleno_analyzable_70dB.mp3
18/02/2026 14:00:35,sp40s977,15188260,Version2-70dB,6,audio started,1507.7999999999884,Audio Clip,2,72,_MONO__ASI_nijo_analyzable_70dB.mp3
18/02/2026 14:00:37,sp40s977,15188260,Version2-70dB,6,o.png,2918.7999999999884,O,2,72,_MONO__ASI_nijo_analyzable_70dB.mp3
18/02/2026 14:00:38,sp40s977,15188260,Version2-70dB,7,audio started,1506.9599999999919,Audio Clip,2,86,_MONO__ASI_kecho_unanalyable_70dB.mp3
18/02/2026 14:00:40,sp40s977,15188260,Version2-70dB,7,o.png,2810.899999999994,O,2,86,_MONO__ASI_kecho_unanalyable_70dB.mp3
18/02/2026 14:00:41,sp40s977,15188260,Version2-70dB,8,audio started,1507.4599999999919,Audio Clip,2,64,_MONO__ASI142_trenza_nonalt_unanalyzable_v-less_raw_70dB.mp3
18/02/2026 14:00:43,sp40s977,15188260,Version2-70dB,8,a.png,3076.459999999992,A,1,64,_MONO__ASI142_trenza_nonalt_unanalyzable_v-less_raw_70dB.mp3
18/02/2026 14:00:44,sp40s977,15188260,Version2-70dB,9,audio started,1506.5400000000081,Audio Clip,2,46,_MONO__HSS126_mesa_nonalt_analyzable_v-less_raw_70dB.mp3
18/02/2026 14:00:45,sp40s977,15188260,Version2-70dB,9,a.png,2678.540000000008,A,1,46,_MONO__HSS126_mesa_nonalt_analyzable_v-less_raw_70dB.mp3
18/02/2026 14:00:47,sp40s977,15188260,Version2-70dB,10,audio started,1506.7999999999884,Audio Clip,2,93,_MONO__HSS_kecha_unanalyzable1_70dB.mp3
18/02/2026 14:00:48,sp40s977,15188260,Version2-70dB,10,a.png,2982.7999999999884,A,1,93,_MONO__HSS_kecha_unanalyzable1_70dB.mp3
18/02/2026 14:00:50,sp40s977,15188260,Version2-70dB,11,audio started,1506.640000000014,Audio Clip,2,71,_MONO__ASI_kecho_analyzable_70dB.mp3
18/02/2026 14:00:52,sp40s977,15188260,Version2-70dB,11,o.png,3170.640000000014,O,2,71,_MONO__ASI_kecho_analyzable_70dB.mp3
18/02/2026 14:00:53,sp40s977,15188260,Version2-70dB,12,audio started,1506.2600000000093,Audio Clip,2,37,_MONO__HSS143_zapato_nonalt_analyzable_v-less_raw_70dB.mp3
18/02/2026 14:00:54,sp40s977,15188260,Version2-70dB,12,o.png,2610.2600000000093,O,2,37,_MONO__HSS143_zapato_nonalt_analyzable_v-less_raw_70dB.mp3
18/02/2026 14:00:56,sp40s977,15188260,Version2-70dB,13,audio started,1506.9200000000128,Audio Clip,2,33,_MONO__HSS143_nudo_nonalt_analyzable_v_raw_70dB.mp3
18/02/2026 14:00:57,sp40s977,15188260,Version2-70dB,13,o.png,2515.920000000013,O,2,33,_MONO__HSS143_nudo_nonalt_analyzable_v_raw_70dB.mp3
18/02/2026 14:00:58,sp40s977,15188260,Version2-70dB,14,audio started,1507.0599999999977,Audio Clip,2,38,_MONO__HSS129_mosquito_nonalt_analyzable_v-less_raw_70dB.mp3
18/02/2026 14:00:59,sp40s977,15188260,Version2-70dB,14,o.png,2717.0599999999977,O,2,38,_MONO__HSS129_mosquito_nonalt_analyzable_v-less_raw_70dB.mp3
18/02/2026 14:01:01,sp40s977,15188260,Version2-70dB,15,audio started,1507.679999999993,Audio Clip,2,49,_MONO__HSS138_regalo_nonalt_unanalyzable_v_raw_70dB.mp3
18/02/2026 14:01:02,sp40s977,15188260,Version2-70dB,15,o.png,2464.679999999993,O,2,49,_MONO__HSS138_regalo_nonalt_unanalyzable_v_raw_70dB.mp3
18/02/2026 14:01:03,sp40s977,15188260,Version2-70dB,16,audio started,1506.6000000000058,Audio Clip,2,24,_MONO__ASI128_peso_alt_unanalyzable_v-less_raw_70dB.mp3
18/02/2026 14:01:04,sp40s977,15188260,Version2-70dB,16,o.png,2436.600000000006,O,2,24,_MONO__ASI128_peso_alt_unanalyzable_v-less_raw_70dB.mp3
18/02/2026 14:01:06,sp40s977,15188260,Version2-70dB,17,audio started,1506.820000000007,Audio Clip,2,94,_MONO__HSS_kecha_unanalyzable2_70dB.mp3
18/02/2026 14:01:07,sp40s977,15188260,Version2-70dB,17,a.png,2716.820000000007,A,1,94,_MONO__HSS_kecha_unanalyzable2_70dB.mp3
18/02/2026 14:01:08,sp40s977,15188260,Version2-70dB,18,audio started,1507.2399999999907,Audio Clip,2,10,_MONO__HSS145_nina_alt_analyzable_v_raw_70dB.mp3
18/02/2026 14:01:11,sp40s977,15188260,Version2-70dB,18,a.png,3650.2399999999907,A,1,10,_MONO__HSS145_nina_alt_analyzable_v_raw_70dB.mp3
18/02/2026 14:01:12,sp40s977,15188260,Version2-70dB,19,audio started,1507.8399999999965,Audio Clip,2,14,_MONO__HSS141_coneja_alt_analyzable_v-less_raw_70dB.mp3
18/02/2026 14:01:13,sp40s977,15188260,Version2-70dB,19,a.png,2889.8399999999965,A,1,14,_MONO__HSS141_coneja_alt_analyzable_v-less_raw_70dB.mp3
18/02/2026 14:01:15,sp40s977,15188260,Version2-70dB,20,audio started,1506.820000000007,Audio Clip,2,95,_MONO__HSS_sata_unanalyzable_70dB.mp3
18/02/2026 14:01:18,sp40s977,15188260,Version2-70dB,20,no-se.png,4756.820000000007,No se,3,95,_MONO__HSS_sata_unanalyzable_70dB.mp3
18/02/2026 14:01:20,sp40s977,15188260,Version2-70dB,21,audio started,1507.4800000000105,Audio Clip,2,5,_MONO__HSS126_brujo_alt_analyzable_v-less_raw_70dB.mp3
18/02/2026 14:01:21,sp40s977,15188260,Version2-70dB,21,o.png,2530.4800000000105,O,2,5,_MONO__HSS126_brujo_alt_analyzable_v-less_raw_70dB.mp3
18/02/2026 14:01:22,sp40s977,15188260,Version2-70dB,22,audio started,1507.9200000000128,Audio Clip,2,84,_MONO__HSS_bleno_unanalyzable4_70dB.mp3
18/02/2026 14:01:23,sp40s977,15188260,Version2-70dB,22,o.png,2662.920000000013,O,2,84,_MONO__HSS_bleno_unanalyzable4_70dB.mp3
18/02/2026 14:01:25,sp40s977,15188260,Version2-70dB,23,audio started,1508.359999999986,Audio Clip,2,82,_MONO__HSS_bleno_unanalyzable2_70dB.mp3
18/02/2026 14:01:26,sp40s977,15188260,Version2-70dB,23,o.png,2503.359999999986,O,2,82,_MONO__HSS_bleno_unanalyzable2_70dB.mp3
18/02/2026 14:01:27,sp40s977,15188260,Version2-70dB,24,audio started,1507.0400000000081,Audio Clip,2,28,_MONO__ASI146_panadera_alt_unanalyzable_v_raw_70dB.mp3
18/02/2026 14:01:29,sp40s977,15188260,Version2-70dB,24,a.png,3104.040000000008,A,1,28,_MONO__ASI146_panadera_alt_unanalyzable_v_raw_70dB.mp3
18/02/2026 14:01:33,sp40s977,15188260,Version2-70dB,25,audio started,1507.320000000007,Audio Clip,2,80,_MONO__ASI_kecha_analyzable_70dB.mp3
18/02/2026 14:01:35,sp40s977,15188260,Version2-70dB,25,a.png,2735.320000000007,A,1,80,_MONO__ASI_kecha_analyzable_70dB.mp3
18/02/2026 14:01:36,sp40s977,15188260,Version2-70dB,26,audio started,1507.7000000000116,Audio Clip,2,6,_MONO__HSS113_viejito_alt_analyzable_v-less_raw_70dB.mp3
18/02/2026 14:01:37,sp40s977,15188260,Version2-70dB,26,o.png,2505.9800000000105,O,2,6,_MONO__HSS113_viejito_alt_analyzable_v-less_raw_70dB.mp3
18/02/2026 14:01:39,sp40s977,15188260,Version2-70dB,27,audio started,1508.7799999999988,Audio Clip,2,55,_MONO__ASI142_sapo_nonalt_unanalyzable_v-less_raw_70dB.mp3
18/02/2026 14:01:40,sp40s977,15188260,Version2-70dB,27,o.png,2549.779999999999,O,2,55,_MONO__ASI142_sapo_nonalt_unanalyzable_v-less_raw_70dB.mp3
18/02/2026 14:01:41,sp40s977,15188260,Version2-70dB,28,audio started,1507.1199999999953,Audio Clip,2,35,_MONO__ASI148_anillo_nonalt_analyzable_v_raw_70dB.mp3
18/02/2026 14:01:43,sp40s977,15188260,Version2-70dB,28,o.png,2890.1199999999953,O,2,35,_MONO__ASI148_anillo_nonalt_analyzable_v_raw_70dB.mp3
18/02/2026 14:01:44,sp40s977,15188260,Version2-70dB,29,audio started,1507.2399999999907,Audio Clip,2,62,_MONO__HSS113_taza_nonalt_unanalyzable_v-less_raw_70dB.mp3
18/02/2026 14:01:45,sp40s977,15188260,Version2-70dB,29,a.png,2608.2399999999907,A,1,62,_MONO__HSS113_taza_nonalt_unanalyzable_v-less_raw_70dB.mp3
18/02/2026 14:01:47,sp40s977,15188260,Version2-70dB,30,audio started,1507.0400000000081,Audio Clip,2,32,_MONO__ASI119_gata_alt_unanalyzable_v-less_raw_70dB.mp3
18/02/2026 14:01:48,sp40s977,15188260,Version2-70dB,30,o.png,2488.040000000008,O,2,32,_MONO__ASI119_gata_alt_unanalyzable_v-less_raw_70dB.mp3
18/02/2026 14:01:49,sp40s977,15188260,Version2-70dB,31,audio started,1507.7999999999884,Audio Clip,2,31,_MONO__ASI142_puerta_alt_unanalyzable_v-less_raw_70dB.mp3
18/02/2026 14:01:50,sp40s977,15188260,Version2-70dB,31,a.png,2610.7999999999884,A,1,31,_MONO__ASI142_puerta_alt_unanalyzable_v-less_raw_70dB.mp3
18/02/2026 14:01:52,sp40s977,15188260,Version2-70dB,32,audio started,1506.5,Audio Clip,2,47,_MONO__ASI132_camisa_nonalt_analyzable_v-less_raw_70dB.mp3
18/02/2026 14:01:53,sp40s977,15188260,Version2-70dB,32,a.png,2905.5,A,1,47,_MONO__ASI132_camisa_nonalt_analyzable_v-less_raw_70dB.mp3
18/02/2026 14:01:55,sp40s977,15188260,Version2-70dB,33,audio started,1507.7200000000012,Audio Clip,2,36,_MONO__ASI148_nudo_nonalt_analyzable_v_raw_70dB.mp3
18/02/2026 14:01:56,sp40s977,15188260,Version2-70dB,33,o.png,2449.720000000001,O,2,36,_MONO__ASI148_nudo_nonalt_analyzable_v_raw_70dB.mp3
18/02/2026 14:01:57,sp40s977,15188260,Version2-70dB,34,audio started,1507.2399999999907,Audio Clip,2,34,_MONO__HSS129_caramelo_nonalt_analyzable_v_raw_70dB.mp3
18/02/2026 14:01:59,sp40s977,15188260,Version2-70dB,34,o.png,2876.2399999999907,O,2,34,_MONO__HSS129_caramelo_nonalt_analyzable_v_raw_70dB.mp3
18/02/2026 14:02:00,sp40s977,15188260,Version2-70dB,35,audio started,1507.820000000007,Audio Clip,2,25,_MONO__HSS141_maestra_alt_unanalyzable_v_raw_70dB.mp3
18/02/2026 14:02:02,sp40s977,15188260,Version2-70dB,35,a.png,3622.820000000007,A,1,25,_MONO__HSS141_maestra_alt_unanalyzable_v_raw_70dB.mp3
18/02/2026 14:02:04,sp40s977,15188260,Version2-70dB,36,audio started,1507.359999999986,Audio Clip,2,79,_MONO__ASI_gapa_analyzable_70dB.mp3
18/02/2026 14:02:05,sp40s977,15188260,Version2-70dB,36,a.png,3128.359999999986,A,1,79,_MONO__ASI_gapa_analyzable_70dB.mp3
18/02/2026 14:02:07,sp40s977,15188260,Version2-70dB,37,audio started,1507.140000000014,Audio Clip,2,73,_MONO__HSS_fada_analyzable_70dB.mp3
18/02/2026 14:02:08,sp40s977,15188260,Version2-70dB,37,a.png,2741.140000000014,A,1,73,_MONO__HSS_fada_analyzable_70dB.mp3
18/02/2026 14:02:09,sp40s977,15188260,Version2-70dB,38,audio started,1506.7399999999907,Audio Clip,2,4,_MONO__ASI128_cocinero_analyzable_v_raw_70dB.mp3
18/02/2026 14:02:14,sp40s977,15188260,Version2-70dB,38,o.png,5648.6600000000035,O,2,4,_MONO__ASI128_cocinero_analyzable_v_raw_70dB.mp3
18/02/2026 14:02:15,sp40s977,15188260,Version2-70dB,39,audio started,1507.6000000000058,Audio Clip,2,83,_MONO__HSS_bleno_unanalyzable3_70dB.mp3
18/02/2026 14:02:17,sp40s977,15188260,Version2-70dB,39,o.png,2901.600000000006,O,2,83,_MONO__HSS_bleno_unanalyzable3_70dB.mp3
18/02/2026 14:02:18,sp40s977,15188260,Version2-70dB,40,audio started,1508.2799999999988,Audio Clip,2,30,_MONO__HSS143_payasa_alt_unanalyzable_v-less_raw_70dB.mp3
18/02/2026 14:02:20,sp40s977,15188260,Version2-70dB,40,a.png,3142.279999999999,A,1,30,_MONO__HSS143_payasa_alt_unanalyzable_v-less_raw_70dB.mp3
18/02/2026 14:02:21,sp40s977,15188260,Version2-70dB,41,audio started,1507.2200000000012,Audio Clip,2,9,_MONO__HSS122_cocinera_alt_analyzable_v_raw_70dB.mp3
18/02/2026 14:02:23,sp40s977,15188260,Version2-70dB,41,a.png,3371.220000000001,A,1,9,_MONO__HSS122_cocinera_alt_analyzable_v_raw_70dB.mp3
18/02/2026 14:02:25,sp40s977,15188260,Version2-70dB,42,audio started,1507.2600000000093,Audio Clip,2,91,_MONO__ASI_noga_unanalyzable1_70dB.mp3
18/02/2026 14:02:26,sp40s977,15188260,Version2-70dB,42,a.png,3384.2600000000093,A,1,91,_MONO__ASI_noga_unanalyzable1_70dB.mp3
18/02/2026 14:02:28,sp40s977,15188260,Version2-70dB,43,audio started,1507.5199999999895,Audio Clip,2,26,_MONO__HSS113_raya_alt_unanalyzable_v_raw_70dB.mp3
18/02/2026 14:02:29,sp40s977,15188260,Version2-70dB,43,a.png,2888.5199999999895,A,1,26,_MONO__HSS113_raya_alt_unanalyzable_v_raw_70dB.mp3
18/02/2026 14:02:31,sp40s977,15188260,Version2-70dB,44,audio started,1507.0599999999977,Audio Clip,2,66,_MONO__HSS_nogo_analyzable_70dB.mp3
18/02/2026 14:02:32,sp40s977,15188260,Version2-70dB,44,o.png,3142.0599999999977,O,2,66,_MONO__HSS_nogo_analyzable_70dB.mp3
18/02/2026 14:02:34,sp40s977,15188260,Version2-70dB,45,audio started,1507.179999999993,Audio Clip,2,53,_MONO__HSS143_zapato_nonalt_unanalyzable_v-less_raw_70dB.mp3
18/02/2026 14:02:35,sp40s977,15188260,Version2-70dB,45,o.png,2689.179999999993,O,2,53,_MONO__HSS143_zapato_nonalt_unanalyzable_v-less_raw_70dB.mp3
18/02/2026 14:02:37,sp40s977,15188260,Version2-70dB,46,audio started,1507.7200000000012,Audio Clip,2,90,_MONO__HSS_fada_unanalyzable2_70dB.mp3
18/02/2026 14:02:38,sp40s977,15188260,Version2-70dB,46,a.png,2754.720000000001,A,1,90,_MONO__HSS_fada_unanalyzable2_70dB.mp3
18/02/2026 14:02:39,sp40s977,15188260,Version2-70dB,47,audio started,1506.7200000000012,Audio Clip,2,65,_MONO__HSS_fado_analyzable_70dB.mp3
18/02/2026 14:02:41,sp40s977,15188260,Version2-70dB,47,o.png,2994.640000000014,O,2,65,_MONO__HSS_fado_analyzable_70dB.mp3
18/02/2026 14:02:42,sp40s977,15188260,Version2-70dB,48,audio started,1508.1600000000035,Audio Clip,2,58,_MONO__HSS145_cuchara_nonalt_unanalyzable_v_raw_70dB.mp3
18/02/2026 14:02:43,sp40s977,15188260,Version2-70dB,48,a.png,2701.1600000000035,A,1,58,_MONO__HSS145_cuchara_nonalt_unanalyzable_v_raw_70dB.mp3
18/02/2026 14:02:46,sp40s977,15188260,Version2-70dB,49,audio started,1508.039999999979,Audio Clip,2,81,_MONO__HSS_bleno_unanalyzable1_70dB.mp3
18/02/2026 14:02:47,sp40s977,15188260,Version2-70dB,49,o.png,2546.319999999949,O,2,81,_MONO__HSS_bleno_unanalyzable1_70dB.mp3
18/02/2026 14:02:49,sp40s977,15188260,Version2-70dB,50,audio started,1506.780000000028,Audio Clip,2,21,_MONO__HSS113_plato_alt_unanalyzable_v-less_raw_70dB.mp3
18/02/2026 14:02:50,sp40s977,15188260,Version2-70dB,50,o.png,2473.780000000028,O,2,21,_MONO__HSS113_plato_alt_unanalyzable_v-less_raw_70dB.mp3
18/02/2026 14:02:51,sp40s977,15188260,Version2-70dB,51,audio started,1508.2399999999907,Audio Clip,2,2,_MONO__HSS145_rayo_alt_analyzable_v_raw_70dB.mp3
18/02/2026 14:02:52,sp40s977,15188260,Version2-70dB,51,o.png,2675.2399999999907,O,2,2,_MONO__HSS145_rayo_alt_analyzable_v_raw_70dB.mp3
18/02/2026 14:02:54,sp40s977,15188260,Version2-70dB,52,audio started,1508.2399999999907,Audio Clip,2,87,_MONO__ASI_sato_unanalyzable1_70dB.mp3
18/02/2026 14:02:55,sp40s977,15188260,Version2-70dB,52,o.png,2954.2399999999907,O,2,87,_MONO__ASI_sato_unanalyzable1_70dB.mp3
18/02/2026 14:02:57,sp40s977,15188260,Version2-70dB,53,audio started,1506.179999999993,Audio Clip,2,12,_MONO__ASI128_pala_alt_analyzable_v_raw_70dB.mp3
18/02/2026 14:02:58,sp40s977,15188260,Version2-70dB,53,a.png,2703.179999999993,A,1,12,_MONO__ASI128_pala_alt_analyzable_v_raw_70dB.mp3
18/02/2026 14:02:59,sp40s977,15188260,Version2-70dB,54,audio started,1507.460000000021,Audio Clip,2,3,_MONO__ASI148_maestro_alt_analyzable_v_raw_70dB.mp3
18/02/2026 14:03:01,sp40s977,15188260,Version2-70dB,54,o.png,2674.460000000021,O,2,3,_MONO__ASI148_maestro_alt_analyzable_v_raw_70dB.mp3
18/02/2026 14:03:02,sp40s977,15188260,Version2-70dB,55,audio started,1507.5999999999767,Audio Clip,2,27,_MONO__ASI119_pala_alt_unanalyzable_v_raw_70dB.mp3
18/02/2026 14:03:06,sp40s977,15188260,Version2-70dB,55,a.png,5500.599999999977,A,1,27,_MONO__ASI119_pala_alt_unanalyzable_v_raw_70dB.mp3
18/02/2026 14:03:08,sp40s977,15188260,Version2-70dB,56,audio started,1507,Audio Clip,2,76,_MONO__ASI_crola_analyzable_70dB.mp3
18/02/2026 14:03:09,sp40s977,15188260,Version2-70dB,56,a.png,2702,A,1,76,_MONO__ASI_crola_analyzable_70dB.mp3
